name,token_address,meta_data_img,full_img,rank_est,market_place_state.block_timestamp,date,market_place_state.escrow_address,market_place_state.signature,market_place_state.seller_address,market_place_state.buyer_address,market_place_state.type,market_place_state.marketplace_program_id,market_place_state.marketplace_instance_id,market_place_state.fee,market_place_state.amount,market_place_state.seller_referral_fee,market_place_state.seller_referral_address,market_place_state.buyer_referral_address,market_place_state.buyer_referral_fee,market_place_state.metadata,market_place_state.price
Solana Puppy Pound #4096,3zkACEtJBskMgYdm8c5FeK8UmwcG7pGAEikaAvnFDf4Y,https://www.arweave.net/leqmTEVOusJJJlKaWBJDJissZDVHUAkE8w1E9EZzgNU?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/3zkACEtJBskMgYdm8c5FeK8UmwcG7pGAEikaAvnFDf4Y,7634,"5/11/2022, 10:47:47 AM",5/11/2022,FP524X9ac3MyDaQneUPgrFAqke8NJbCGJc1XESncmHWC,3rdvaBE88ctAaFGhek6DwMYUJjGX2PkheSF2qTXkJdQrXUk6tErH2Gwarvby9GZUoQM9XzTdD2zJABFaYqHrQnei,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.007798,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.3899
Solana Puppy Pound #2936,K7kkwEGVk2cejz3EwyYDUjh2J278dQUhDfdjWeGFzST,https://www.arweave.net/8ALFd0tcX532AhPNW2SWcAa2K0QWN3D3oUaNDpy-ZLo?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/K7kkwEGVk2cejz3EwyYDUjh2J278dQUhDfdjWeGFzST,2042,"5/11/2022, 10:48:32 AM",5/11/2022,GUDygxtTSUSh1KEgMkrx3wtKyRBfxAAJizGgwzPhyAwb,ycc66QfTqJbsPzxAuvzgm2ZM4HzhURjfriFEmTsxnazDf44rgMFDrcJNAiYnBKowACJKonken5VRkrdWNaH2TXK,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0078,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.39
Solana Puppy Pound #3086,8zudhuD6GNKgCf2x7V3XHtiBChwWvLiPo4JMhbZsZs15,https://www.arweave.net/c-qTg2IFVmgGyh5KHp1Lp2HXu3Xi0flpfBVHLLQ-Zjw?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/8zudhuD6GNKgCf2x7V3XHtiBChwWvLiPo4JMhbZsZs15,9909,"5/11/2022, 10:50:12 AM",5/11/2022,BEWBotQGcM6cchSJEEGuDATsPW1jrLS23eubquP3mZDs,2Kuc1paRnvLnX8PsZrGF2ZtkSVcqFZsurfdg52eDBxKE66WAjCBzJRHGc1kH6NuEBY9uhh3J37sVXKubpgivavYw,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00778,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.389
Solana Puppy Pound #5888,BsLH27PtdPSxwFQ4KGKUYkkkSz9ue8KFsYa3GbmPDpT1,https://www.arweave.net/Ndm8fJyGsNl7TxrCfRTkX0BsDMBMWDm3TGKuCr6n-rU?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/BsLH27PtdPSxwFQ4KGKUYkkkSz9ue8KFsYa3GbmPDpT1,8647,"5/11/2022, 10:54:31 AM",5/11/2022,HLN2JcXgWSSvFR8f3jR72EZYhFc4gULCo7638dmF8Yir,4Boa48AmKdxMbiJvk8xsAN1yjHX4CiLfizpm2dc7QHhYGewgNTszgwQx4NksmAexQzxk5JVpUvpav2wZnVaMN9Ub,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.007938,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.3969
Solana Puppy Pound #9567,7C4tG7Vb4sL5tLxemdf3Grr9ytdMv6NmnuB9qXSQzLH3,https://www.arweave.net/5oybx_zS4hYOmmVn7zTapko7IwlF5ULeTBis_fheqWM?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/7C4tG7Vb4sL5tLxemdf3Grr9ytdMv6NmnuB9qXSQzLH3,8153,"5/11/2022, 10:55:02 AM",5/11/2022,9sGpW65NvUz5qMAcTP3acFHmyVYVvZebMNgrDL1zUAfA,4nTjxcAAwtktbo8owSZzW4WGmfLSfBD3iEpdCZvgNRGpYUhprEk8o62MbpfBr8GEruajtSd8uc6AoH7FeTsuHanz,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.007938,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.3969
Solana Puppy Pound #6490,FsaEHH7Fsi6ttVCjFKjHFdkcPVCkCR3u8jJ9G1ppiNs6,https://www.arweave.net/KziGf7CrqJudgnf04pacpn4duELWY6fOJ-Pvhi99VX4?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/FsaEHH7Fsi6ttVCjFKjHFdkcPVCkCR3u8jJ9G1ppiNs6,8737,"5/11/2022, 10:55:42 AM",5/11/2022,7V7U9GfrGaj1Rr1RFzMkPsKHj53WbbMvqFi48AmE9ZCB,4SjgbKMiHU1RXKcDr6RSTwnteCS8JT7BpY5GWhEpH2i8Wnjvx7HuPPLbKRcAs7KeADhFzJFu6ckUW3xiEk6ZBgW7,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,EgyxB5XsizDBadLTaYtVsxFspKxQ9S7raZcEgovFmiun,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00698,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.349
Solana Puppy Pound #5547,ASEKR5x1JcfprEJdyX4MBKNpkzKs5tRWZMrW8FkxMRYT,https://www.arweave.net/bostIc3uSnhNzWa-BvvkxVJJcGRK0zCcDiX5cag5jDc?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/ASEKR5x1JcfprEJdyX4MBKNpkzKs5tRWZMrW8FkxMRYT,3678,"5/11/2022, 10:55:45 AM",5/11/2022,HHizG5qqzEjNdEduNZo7YrB7K465Cc4gx1X2t9uehhBH,ATtdqAkfSSnXQnKszYXagNbcuzC3SKokfmD7DPkvgk1xA7S6xscVgHD7ojToPveQP1ChZKBQQVa4HCBqU8LMq93,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.007938,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.3969
Solana Puppy Pound #9337,8KstTTdWjkfQrC4aADBCERQosp71fNvERUc8mh9uUNcd,https://www.arweave.net/p9fuJXk_TTiNBWfoUw1G6vBxzbuHa-DURi1OO8mtEKg?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/8KstTTdWjkfQrC4aADBCERQosp71fNvERUc8mh9uUNcd,3896,"5/11/2022, 10:58:35 AM",5/11/2022,5kGDSdXzq1vaNb4ioftsTe5a74T8xhqcoWisXK3dJZa7,2kLKXEp8zLpphCRpduhpFMLmear7hzXzcmUCJWUTvF3pk8zqVtCGWKdkJguXE9MYa71aCs99QWLyeMq94b7RGtYy,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.007978,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.3989
Solana Puppy Pound #5486,6rEj4DLbbT4EL1K7zgD9sdQLAySRFs1e7SuJ3oorFdQw,https://www.arweave.net/ZT19vdUxaSpFYxm8w2hDgeV1hDIzwWsl097p8JvofMc?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/6rEj4DLbbT4EL1K7zgD9sdQLAySRFs1e7SuJ3oorFdQw,3861,"5/11/2022, 10:58:56 AM",5/11/2022,CAFuV1xfVkT6PBHfshNGxyHfnY4wbAmY2HuXUsm7FANM,4a5dhd1NZuTHdGn6WDBA2xgywvHfLjHVcBXh3tLakopHvCLxGPZmGNCBkxoeAJRxdziCU2m1XBFGbTBWkpg3wFbq,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00798,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.399
Solana Puppy Pound #8027,DowyQzq3X3CtA9gyq1JGY6Ev97EYvePFs1zgmBJHvt8m,https://www.arweave.net/YkYDT9vOMDl3zinS0aSFt5YNxD-bXBHBCdQy8hYKgBw?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/DowyQzq3X3CtA9gyq1JGY6Ev97EYvePFs1zgmBJHvt8m,9734,"5/11/2022, 11:00:31 AM",5/11/2022,CVoqpx3ejQ7zNRpyn8EbcMLfjVqM4CnP3NpctnbQZmTi,Njvwzc4vJtw6PTj4ZKGj85hojxerMR5xUFhNZXkAtp7B3oCffoids9j4V4jWXuyJwwYKvcBpT74zxcn7ozDwAG7,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.008,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.4
Solana Puppy Pound #41,EXnTbWuCjBuBwBBGg99FHApkqtpJgZgHmEMkaqyU9JGw,https://www.arweave.net/-OA0EZk_4LkKkxZjkB29cqGv8EJxoXAQml25-7FYuTI?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/EXnTbWuCjBuBwBBGg99FHApkqtpJgZgHmEMkaqyU9JGw,9207,"5/11/2022, 12:01:07 PM",5/11/2022,5KTYaW7t8gqPRdFbBAuFY4k6qrK8jqy2BxqSwS4jB673,42jQJAtcT2QuaPv1kuLfCUKToqScPzVc1XBsAQyYCNAGhbVso9W1yXzdZ8CLRuww1w96KKvrpC8wSz55XBVKhgKW,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,9G3xeRaNDQd1Fj1wMn9HacpPJxZ5Z5UWP1AaT4hUKYH9,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.009938,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.4969
Solana Puppy Pound #4655,14SxLoCpmbneLDXKzS2BdHpfZhNhxJkdAg3GTVkFhuig,https://www.arweave.net/_m86kl5WePDuRHlOQpwG4kKIKn8Npgj2C7_ay9UfYnE?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/14SxLoCpmbneLDXKzS2BdHpfZhNhxJkdAg3GTVkFhuig,2622,"5/11/2022, 2:02:21 PM",5/11/2022,Hga8irPE4ngcp3WGHBM8tnDXRGk7Cez7vvXgo3QEmfpy,iK4qqYy5uYPDFhnW84jecrd8kFKYhSX4qvihnm3YnghJKq4jJmwnKtX9J1rGFhUNxaYeGSxiTwf9DvGYfXBYimM,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DEyDaRsw75dmvVsK4B7q24zAVYJugjDctXFAgbaZsm6e,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.013,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.65
Solana Puppy Pound #4894,HP7M6QmcnETRMzH5Sjoa2hFYh8AfGyvYjLoTzpqxKb6f,https://www.arweave.net/y3hws6-Nsb4euSNPA5ed-fK8Uv9M80WUIsOjqR-6htk?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/HP7M6QmcnETRMzH5Sjoa2hFYh8AfGyvYjLoTzpqxKb6f,5597,"5/11/2022, 3:20:01 PM",5/11/2022,4egdKMpEQdLCC6uFo4ouzMvMxrJmw8xFuBncyAgpVByW,2Vby9NmV4eASRTs9dtWi1vGoWX8dtjyw3UhrSWK7SbLKmZqhWsH3KBz7T6CEZVFi4UWSaxz79zN59gM2qaeXu8az,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,5wMMBcFoSm2z6QM3zVnE3WDhqfaAy3RvrScmcPnS7Vbm,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.01358,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.679
Solana Puppy Pound #4152,3Ai9UPa5tkik5L8sa7KRUiKvaPQoq2XUMT82v5hczwtM,https://www.arweave.net/IbG8BDy37iCKz5-5nXXZjSc8Bdqj-WtRJ7JX7VDsS88?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/3Ai9UPa5tkik5L8sa7KRUiKvaPQoq2XUMT82v5hczwtM,4027,"5/11/2022, 3:33:44 PM",5/11/2022,86hCm5nUd4KxaatT4PGKCYgRp83sGtUbFRTssQRQ9nGr,RCrXPrfvQwUoC37eoAqBzqMUVgZwJhejdGCusiQ5r4fTV8nm4ckzHiUGKf6eNQWy34z524bBvG3c7oqtQYTyZxM,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,9grXiAohM6qUhLWJfoJxPMdc43nujGxzKNMKrVBV3e9T,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.01378,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.689
Solana Puppy Pound #7000,dn3DFpVxMnBxELaDYJ5D2MAp7PDFPQKMju6UR3jPWvj,https://www.arweave.net/gqUncdJ2FHHBONHqb9AdSqEl6MMdz6cdRfFSc7VFGwg?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/dn3DFpVxMnBxELaDYJ5D2MAp7PDFPQKMju6UR3jPWvj,4204,"5/11/2022, 5:09:39 AM",5/11/2022,B7NfLesiCEqmeekQqYdDDseGfTaZoXnUJZvtw2bxs1WV,4LsC9dkkjLY3GrZk864L6nGJWfzdoKVYYctxSbFjbkQdX2FYKiiakqyBhcu2x2uT8Q71UoXxb4bPCgMaXj3ucaXX,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0067,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.335
Solana Puppy Pound #8333,DJmogv9zCpQtvhczbEoQ6jSzdAxG13bD9Y2N5b3G5Z65,https://www.arweave.net/8GC6Uv9vSf6YIZl_Iw2AsV0RQeEaAdlIOK1iP4W3Lmo?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/DJmogv9zCpQtvhczbEoQ6jSzdAxG13bD9Y2N5b3G5Z65,6875,"5/11/2022, 5:09:56 AM",5/11/2022,Fs1ijBTYEbeig6ERHWJxW8BiCcszV5NtAsKziD7GYb1h,3xfpRiCd2AFVrfG5gZhDsmPuzfYVeGke1MNAcevoFjngRmnCyimPmvNqbJgnfvu48KTUmAk2rBfQqRbBjwY3gT2B,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00658,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.329
Solana Puppy Pound #6949,G3ZUnFWfkM5exG3tQbiZ2bjmXM8iqGYHoZ9SSx7z6aR9,https://www.arweave.net/OQgZpR7iPfdQwEhLJ-h1mZdbd-IL6ZfG-8acomOAYrQ?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/G3ZUnFWfkM5exG3tQbiZ2bjmXM8iqGYHoZ9SSx7z6aR9,7817,"5/11/2022, 5:10:40 AM",5/11/2022,DLv7qCANHDGRCqWmyLf5dDdkKS4jcADdt3TtQyvfAqws,4Ka33n5S1HMdNSxvPL8jn3X1qQC6qJMe3Z485WQ4WCbZnUviccnBtgtYvNDeheWBgT1rixT9hn3DyxEiqz3xAo23,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00674,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.337
Solana Puppy Pound #8119,HcBuSAQETPrHkC35VyJBV6fT1r2TZBFz4ASmnDasAZiT,https://www.arweave.net/ejuBJl-2R4VHORVXWz9bpEyhTsq9gOArnK3UeT1hVYE?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/HcBuSAQETPrHkC35VyJBV6fT1r2TZBFz4ASmnDasAZiT,6295,"5/11/2022, 5:11:02 AM",5/11/2022,83GQ76tACD39jqpnAr2fXAbNTa82qt1K5LdEVMN5ZFK9,2bs4nGbVNy6fkAjjuswbTCtZFK4Jf5ThMuMoEGY3UgDBuPBGMmehN6xdh5hjKYmJzr2qdYRDP36kA14M9nyKtUq9,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00654,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.327
Solana Puppy Pound #795,BiP3f52RKnmAz36ZztshyrH3BHj9ytW7HDV4hShdC5cs,https://www.arweave.net/15pFkQxtm9bmzOO2TgkARkdUE_KUklIxmtjXdAE0HqA?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/BiP3f52RKnmAz36ZztshyrH3BHj9ytW7HDV4hShdC5cs,5165,"5/11/2022, 5:11:33 AM",5/11/2022,2bgcmLZyB2Ak3yMUdxPQdnTbtJm4tomPSoYfRPQ5uXN4,5iJCKkGTHyWKVotvFBsNHXyi7pAqmWVNNpHcNMP9Zcuj8t1DnE29QQAG5XFSKBXAE1az2wpWoDF85zCusAGV8Q6x,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0065,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.325
Solana Puppy Pound #6972,3Q734uXLn8KcMucFPgWiSyyKHXe49tyWMRA86S3WSAKX,https://www.arweave.net/4WhfdUQCh36QrpcI8Yq8OqpQ7ygtWMtxjXFwhiWezJo?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/3Q734uXLn8KcMucFPgWiSyyKHXe49tyWMRA86S3WSAKX,3823,"5/11/2022, 5:13:27 AM",5/11/2022,Am74uDFXNV4QRz2F7pZsz29qzXU6SkM5qHY42SerAcWV,3FmL7NU1KGS1urfL3z3PZWHr8AQyvVFAJBvw6LL7ojvM3mkRXxydxjjdFKKUtfobc1QdCywTJHR1VGYm3qASsjTw,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00664,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.332
Solana Puppy Pound #6745,FL1AteH5a6vYuvju3dzjSvKnKPPKahpFQewyGmD3e6hA,https://www.arweave.net/gKuVxW-3qEV6ts8TIRDuH54nTZrMe-k5Pk_bWbxepU8?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/FL1AteH5a6vYuvju3dzjSvKnKPPKahpFQewyGmD3e6hA,2034,"5/11/2022, 5:16:37 AM",5/11/2022,5mNko1gN69TF6KqJz3NJpb37hRhEUjRG7cZdq51pouci,3jsyHLsnekejukVYM7nsPZDaUrV3Rx1cCSwexZNK3YCJmr5xYKRFwToFu5orUkEhDMkFLnVhxwAZ44qFwFZyxXUS,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00678,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.339
Solana Puppy Pound #6030,5pcuoKa9SJdZs7jG9WHrKoB1eipvfDjQDh3KYnWxN7AU,https://www.arweave.net/Iosif0yhdkqAxlqMcQxSdxK2Wzn1It9vOPmS53MPlbk?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/5pcuoKa9SJdZs7jG9WHrKoB1eipvfDjQDh3KYnWxN7AU,4053,"5/11/2022, 5:17:46 AM",5/11/2022,5NJQqYww2nCZxLrA9mHcfjCs948BCLUY3Nq3Nro3PfQm,5tv3H3rwXScW3BMsZc2Uq5GzGPwYZLUGBHecCUGHGgBkJs7gBXWo7hE2gv5NFWsSAxo3qsBDubhfaJzDub9NvAxr,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.00686,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.343
